,Recency,Frequency,Monetary
3623,95,12,82.75
3624,78,55,1384.85
3625,139,14,644.3
3626,31,24,2328.84
3627,25,131,2527.92
3628,2,471,6281.23
3629,46,9,2600.34
3630,100,73,1200.6200000000001
3631,8,99,657.16
3632,15,195,906.52
3633,18,49,986.48
3634,280,6,96.8
3635,14,33,523.11
3636,23,6,363.9
3637,124,1,175.2
3638,86,28,494.25
3639,302,11,307.02
3640,151,521,1981.06
3641,17,721,6493.54
3642,94,9,243.36
3643,30,407,12353.29
3644,157,157,682.29
3645,355,17,193.64
3646,46,31,157.62
3647,15,83,519.6899999999999
3648,4,483,2622.88
3649,86,1,228.96
3650,15,213,1156.6
3651,179,8,98.25
3652,8,70,1281.32
3653,36,27,587.15
3654,129,8,1740.0
3655,51,16,1393.06
3656,312,19,178.22
3657,24,44,384.39
3658,303,58,360.81
3659,11,15,127.86
3660,17,125,568.24
3661,49,29,488.2
3662,239,35,312.23
3663,1,406,4462.68
3664,13,465,4767.36
3665,238,33,167.55
3666,23,107,1878.87
3667,73,33,446.18
3668,17,86,418.4
3669,41,251,1337.18
3670,40,57,646.92
3671,219,28,495.77
3672,199,69,400.1
3673,71,24,203.2
3674,24,404,4058.32
3675,11,78,389.71999999999997
3676,9,109,20275.61
3677,65,2,65.4
3678,4,49,193.39000000000001
3679,19,15,336.4
3680,15,45,256.11
3681,8,28,2686.42
3682,20,76,746.81
3683,78,15,1259.56
3684,1,213,31833.68
3685,164,3,508.8
3686,307,56,417.27
3687,219,4,203.86999999999998
3688,39,27,7330.8
3689,22,89,681.41
3690,115,38,653.38
3691,126,206,2097.84
3692,5,59,2633.85
3693,36,32,263.92
3694,4,198,31906.82
3695,1,82,1031.41
3696,333,111,2184.42
3697,163,2,32.65
3698,185,13,771.85
3699,16,64,1214.72
3700,12,41,778.94
3701,3,66,1258.06
3702,44,6,778.0
3703,80,14,507.84
3704,30,269,6893.42
3705,42,30,463.46000000000004
3706,11,206,4226.57
3707,50,30,598.83
3708,16,117,1979.37
3709,46,26,698.41
3710,19,43,759.17
3711,8,271,5037.26
3712,72,2,100.8
3713,1,328,17256.85
3714,128,39,524.9200000000001
3715,33,14,265.76
3716,313,43,403.3
3717,18,48,365.76
3718,88,54,303.15999999999997
3719,2,134,2373.82
3720,2,9,216.29999999999998
3721,254,17,388.45000000000005
3722,157,5,186.42000000000002
3723,37,135,2248.56
3724,220,1,534.24
3725,148,135,2940.04
3726,177,9,120.9
3727,40,36,541.53
3728,2,276,2519.21
3729,8,336,194390.79
3730,1,100,1721.4
3731,18,19,486.71999999999997
3732,192,61,517.53
3733,204,8,131.7
3734,365,17,249.86
3735,127,19,1737.7
3736,15,54,316.5
3737,43,111,657.3
3738,94,29,622.4300000000001
3739,23,106,735.82
3740,60,27,675.69
3741,16,208,1875.86
3742,158,9,289.96000000000004
3743,10,41,763.28
3744,10,5,137.0
3745,16,88,1870.97
3746,45,78,1125.07
3747,191,174,697.54
3748,79,14,194.37
3749,78,29,511.82
3750,4,82,1255.59
3751,65,21,414.04
3752,261,24,396.87
3753,59,29,376.64
3754,1,76,2092.32
3755,1,109,3558.87
3756,248,12,374.57
3757,8,27,497.56
3758,359,10,271.05
3759,76,17,272.22
3760,290,40,622.88
3761,17,5,1138.0
3762,221,18,288.6
3763,9,28,689.1
3764,3,38,558.96
3765,206,127,2997.0299999999997
3766,162,52,1145.84
3767,76,14,302.2
3768,262,88,605.58
3769,281,22,387.31
3770,58,364,6083.64
3771,25,20,308.48
3772,3,963,91062.38
3773,29,105,2924.9900000000002
3774,72,6,513.2
3775,128,40,208.65
3776,31,87,639.02
3777,15,135,764.88
3778,309,11,153.94
3779,17,82,1844.02
3780,54,30,546.81
3781,30,45,723.2099999999999
3782,2,73,1070.71
3783,11,33,652.74
3784,361,6,145.0
3785,360,9,422.70000000000005
3786,5,19,1195.8999999999999
3787,54,47,939.37
3788,1,253,3628.5
3789,1,390,2367.12
3790,190,14,296.7
3791,54,9,223.36
3792,280,13,164.4
3793,177,3,76.5
3794,30,74,887.67
3795,26,9,98.42
3796,25,25,578.9
3797,270,25,170.75
3798,43,141,642.32
3799,234,5,103.3
3800,24,6,148.86
3801,197,42,267.16
3802,359,39,290.34
3803,60,49,930.41
3804,130,2,1487.6
3805,1,88,1952.45
3806,20,105,480.31
3807,206,6,157.9
3808,14,34,541.46
3809,95,27,854.95
3810,19,45,165.12
3811,14,63,1122.38
3812,24,49,454.01
3813,8,142,869.77
3814,7,165,4331.48
3815,332,29,344.14
3816,50,271,1425.67
3817,71,12,226.75000000000003
3818,29,25,380.6
3819,243,8,185.65
3820,8,402,3564.83
3821,218,5,143.45999999999998
3822,5,50,448.90000000000003
3823,253,45,215.72
3824,1,439,11025.24
3825,236,29,175.27
3826,7,35,1242.3
3827,109,208,1116.68
3828,100,23,1240.2
3829,60,253,2404.17
3830,2,196,1468.02
3831,73,157,2203.67
3832,4,212,3923.86
3833,85,50,993.18
3834,12,82,386.69
3835,23,265,2806.69
3836,214,55,2044.3700000000001
3837,18,13,161.67000000000002
3838,239,9,116.00999999999999
3839,2,551,5054.42
3840,78,11,394.72
3841,217,63,309.36
3842,33,56,191.99
3843,41,233,1105.78
3844,7,567,3961.12
3845,53,135,2048.45
3846,23,306,4544.55
3847,57,98,386.32
3848,130,14,329.6
3849,174,3,571.1999999999999
3850,6,67,930.28
3851,312,74,214.37
3852,60,4,81.44
3853,21,26,1379.9
3854,33,33,527.0500000000001
3855,15,50,843.48
3856,18,306,2020.4
3857,81,5,75.75
3858,6,123,1814.12
3859,170,26,503.59999999999997
3860,2,39,528.33
3861,31,70,1324.84
3862,36,296,2358.59
3863,19,20,285.56
3864,31,35,547.0600000000001
3865,276,7,108.5
3866,87,5,621.66
3867,120,40,712.29
3868,373,8,101.55
3869,1,157,2895.64
3870,219,51,1008.39
3871,65,7,133.06
3872,61,91,1797.5
3873,138,52,868.49
3874,21,8,166.08
3875,12,232,3945.0
3876,25,259,4867.72
3877,37,44,1207.56
3878,277,22,117.55
3879,11,91,2638.94
3880,73,82,1674.69
3881,26,19,595.42
3882,17,158,2999.46
3883,141,38,178.75
3884,26,86,1802.91
3885,19,43,604.64
3886,4,18,728.16
3887,66,117,2055.51
3888,1,15,347.75
3889,43,68,3406.7200000000003
3890,228,11,205.7
3891,16,53,1572.71
3892,50,110,3178.17
3893,2,218,1594.97
3894,74,27,551.04
3895,1,705,20374.28
3896,4,77,1371.18
3897,2,303,16345.38
3898,264,16,298.11
3899,53,30,1992.1100000000001
3900,24,11,184.4
3901,10,118,2474.33
3902,44,15,239.41
3903,17,127,3155.83
3904,7,286,5739.46
3905,30,252,4726.8
3906,358,19,290.40000000000003
3907,127,46,740.9399999999999
3908,137,16,200.47
3909,142,15,283.12
3910,132,35,765.34
3911,38,115,2285.71
3912,236,19,338.95
3913,261,8,154.95
3914,17,142,2534.64
3915,253,24,417.95
3916,30,74,1824.37
3917,35,55,798.74
3918,169,31,885.19
3919,3,103,1823.52
3920,4,382,10504.49
3921,185,5,152.4
3922,188,34,263.33
3923,170,7,137.45
3924,11,23,385.1
3925,45,29,522.91
3926,321,10,153.0
3927,201,1,326.4
3928,23,245,5655.99
3929,232,6,139.35
3930,38,274,5396.04
3931,26,50,1195.94
3932,96,115,2424.04
3933,127,10,3276.4000000000005
3934,71,40,1033.0
3935,16,192,3439.08
3936,15,66,1060.25
3937,4,165,2876.01
3938,3,218,5298.4800000000005
3939,79,67,1240.11
3940,373,18,303.97
3941,39,35,692.19
3942,54,43,700.63
3943,2,690,13110.02
3944,9,25,377.44
3945,9,10,168.24
3946,19,97,1879.05
3947,12,47,2791.35
3948,113,15,355.11
3949,4,136,2322.4
3950,240,6,110.25
3951,113,1,71.4
3952,178,35,674.52
3953,5,184,1710.45
3954,359,1,80.64
3955,1,89,1664.65
3956,1,740,5593.39
3957,19,404,3408.2000000000003
3958,17,90,819.96
3959,22,25,287.59
3960,33,19,712.78
3961,263,1,15.0
3962,51,71,772.55
3963,159,56,367.63
3964,15,21,271.2
3965,8,98,2081.9
3966,13,304,3957.43
3967,199,38,1143.27
3968,57,54,245.81
3969,11,50,173.45
3970,97,153,1213.73
3971,255,3,56.4
3972,25,190,647.56
3973,21,81,650.32
3974,159,12,188.02
3975,72,67,283.47
3976,53,13,131.94
3977,85,68,266.85
3978,153,128,1817.54
3979,74,5,1117.9
3980,281,14,225.9
3981,27,189,1964.3
3982,30,10,106.1
3983,25,52,300.34
3984,180,45,342.83
3985,40,81,690.0
3986,22,111,780.43
3987,22,404,3039.17
3988,37,103,1187.21
3989,82,140,1285.04
3990,74,10,512.31
3991,11,43,546.04
3992,16,61,5411.91
3993,4,828,7761.82
3994,13,133,699.81
3995,14,348,1698.07
3996,37,17,36.56
3997,4,33,387.68
3998,72,48,3704.87
3999,51,13,298.4
4000,5,215,1987.33
4001,23,67,1820.09
4002,299,30,889.24
4003,2,23,398.7
4004,33,2,35.400000000000006
4005,50,61,155.37
4006,3,59,342.24
4007,47,24,110.21000000000001
4008,42,162,1541.23
4009,27,117,2720.8
4010,42,52,318.15
4011,2,7676,40519.84
4012,303,37,205.48
4013,107,5,51.559999999999995
4014,85,1,2033.1
4015,81,51,901.1999999999999
4016,218,26,605.8000000000001
4017,372,297,5391.21
4018,12,24,114.34
4019,185,15,311.26
4020,373,17,208.97
4021,2,15,1418.03
4022,4,54,26879.04
4023,6,197,5140.66
4024,305,23,141.92000000000002
4025,369,52,226.45000000000002
4026,3,219,2097.88
4027,324,11,330.9
4028,59,148,3160.0
4029,13,90,554.85
4030,31,370,10526.32
4031,143,9,329.65
4032,30,68,1157.8700000000001
4033,107,40,428.18
4034,2,270,1865.89
4035,205,10,155.9
4036,80,43,1848.96
4037,185,46,683.46
4038,170,12,237.61
4039,44,26,379.45
4040,174,6,178.51999999999998
4041,365,26,458.92
4042,304,8,133.35000000000002
4043,3,142,664.34
4044,4,113,695.0699999999999
4045,12,53,156.34
4046,32,102,869.28
4047,129,10,111.35
4048,21,65,716.0
4049,212,20,201.37
4050,323,91,586.89
4051,162,34,203.85999999999999
4052,56,28,244.1
4053,225,15,107.21
4054,72,192,1118.96
4055,44,15,95.45
4056,23,2,256.32
4057,173,108,541.8100000000001
4058,85,28,152.06
4059,159,31,154.55
4060,190,6,112.19999999999999
4061,29,19,110.38
4062,21,34,181.07
4063,71,33,798.99
4064,247,12,72.9
4065,374,54,232.03
4066,9,39,366.23
4067,310,37,310.06
4068,59,58,408.65
4069,4,75,329.36
4070,45,92,335.03
4071,88,23,1304.04
4072,4,665,4119.5
4073,64,142,820.23
4074,282,1,207.50000000000003
4075,12,31,2962.5
4076,373,1,244.08
4077,133,21,397.29
4078,45,23,212.54
4079,11,5,843.0
4080,36,39,1740.48
4081,134,65,408.36
4082,29,90,1331.57
4083,52,21,704.25
4084,138,29,145.79
4085,5,72,380.13
4086,9,43,4301.22
4087,160,12,99.14
4088,49,18,4020.04
4089,131,2,304.56
4090,8,2,77.50000000000001
4091,233,20,149.57999999999998
4092,37,9,176.68
4093,147,1,358.56000000000006
4094,1,70,58510.48
4095,72,71,482.2
4096,40,20,1008.5400000000001
4097,5,477,2314.13
4098,199,19,557.3
4099,249,1,12.75
4100,66,31,111.68
4101,117,7,508.4599999999999
4102,171,26,73.78
4103,21,249,1296.44
4104,142,34,102.41
4105,32,98,463.21
4106,38,325,2599.19
4107,38,68,1098.43
4108,372,42,112.27
4109,374,81,265.1
4110,166,14,228.2
4111,211,29,562.79
4112,242,30,135.19
4113,52,15,337.04
4114,25,165,703.99
4115,15,293,4483.26
4116,372,57,321.79
4117,29,21,288.14
4118,365,12,300.91999999999996
4119,36,138,732.41
4120,166,30,811.45
4121,145,48,152.68
4122,22,21,631.35
4123,56,1,20.8
4124,185,13,198.57
4125,12,38,201.12
4126,237,29,630.84
4127,225,5,93.35
4128,122,79,674.89
4129,282,2,76.1
4130,74,164,1962.46
4131,37,91,380.39
4132,12,57,415.13
4133,362,37,157.92
4134,4,53,226.47
4135,23,22,444.68
4136,70,30,2116.19
4137,235,31,247.39
4138,257,14,174.8
4139,373,28,102.78999999999999
4140,155,31,187.29
4141,28,30,162.22
4142,4,46,120.03
4143,32,122,1477.66
4144,81,3,523.0
4145,108,29,122.14
4146,52,5,38.45
4147,36,164,612.72
4148,153,21,389.78
4149,99,21,115.31
4150,4,9,230.64999999999998
4151,334,5,73.5
4152,65,33,93.82000000000001
4153,22,110,418.68
4154,36,49,713.89
4155,32,94,403.12
4156,154,19,70.02
4157,19,19,357.20000000000005
4158,12,458,4097.37
4159,54,7,165.04999999999998
4160,25,115,529.29
4161,4,127,2088.6
4162,45,43,178.34
4163,203,7,172.29000000000002
4164,359,5,74.4
4165,71,20,300.02
4166,7,358,6761.34
4167,288,19,363.65
4168,10,3,170.16
4169,23,19,306.46
4170,22,46,2119.41
4171,173,27,720.52
4172,133,7,814.0
4173,6,137,2392.83
4174,75,10,318.0
4175,40,37,396.33
4176,289,1,101.69999999999999
4177,26,457,2009.24
4178,258,25,453.0
4179,186,18,247.44
4180,114,72,3859.82
4181,374,13,489.6
4182,23,142,2611.75
4183,8,223,2584.41
4184,217,29,336.13
4185,45,123,3613.15
4186,19,2,1231.5
4187,36,17,343.45
4188,26,70,680.84
4189,16,1,90.47999999999999
4190,330,29,689.95
4191,274,7,101.34
4192,98,2,4055.7199999999993
4193,61,37,166.03
4194,2,89,9068.26
4195,93,36,2106.52
4196,82,70,3017.3
4197,313,21,580.0500000000001
4198,12,196,849.06
4199,8,106,2662.4
4200,127,19,168.31
4201,11,40,222.4
4202,1,431,259657.3
4203,37,38,754.64
4204,38,18,113.48000000000002
4205,330,37,421.9
4206,254,17,271.0
4207,2,441,8004.92
4208,20,37,198.8
4209,12,26,352.69
4210,369,1,76.32000000000001
4211,290,28,220.1
4212,68,371,1403.1100000000001
4213,26,72,315.65
4214,11,1263,5625.08
4215,368,29,180.7
4216,214,17,111.15
4217,149,31,653.3
4218,8,357,1793.06
4219,24,34,574.4399999999999
4220,30,192,1131.75
4221,61,52,200.92000000000002
4222,19,46,347.08
4223,243,14,112.55000000000001
4224,15,70,1059.39
4225,212,1,931.4999999999999
4226,29,20,681.9100000000001
4227,63,38,784.33
4228,295,8,152.65
4229,18,159,8438.34
4230,157,15,1019.52
4231,117,61,1000.16
4232,8,43,2888.75
4233,13,221,2861.55
4234,141,10,160.35000000000002
4235,46,7,179.33999999999997
4236,51,16,612.0799999999999
4237,32,37,566.58
4238,135,38,653.35
4239,3,21,399.19
4240,75,25,371.62
4241,13,122,675.64
4242,9,34,453.4
4243,301,23,530.15
4244,57,39,638.0600000000001
4245,15,80,1618.69
4246,37,24,399.65000000000003
4247,177,10,302.46000000000004
4248,23,37,1384.8600000000001
4249,176,130,1160.04
4250,61,9,202.65
4251,33,38,980.31
4252,59,54,1231.31
4253,15,189,7561.68
4254,87,31,2106.84
4255,7,1,104.0
4256,358,30,476.35
4257,31,73,1340.8700000000001
4258,129,97,1590.81
4259,9,90,1793.17
4260,5,119,1843.75
4261,24,41,366.85
4262,227,37,632.07
4263,15,1,49.8
4264,249,17,304.25
4265,15,71,2001.04
4266,78,68,1090.24
4267,192,15,284.46000000000004
4268,262,7,207.79999999999998
4269,72,45,957.97
4270,165,16,243.76
4271,82,7,973.8399999999999
4272,95,139,686.63
4273,4,159,5425.56
4274,106,30,150.35
4275,200,68,1396.99
4276,157,19,160.42000000000002
4277,71,192,1975.35
4278,36,32,517.36
4279,29,8,139.10000000000002
4280,2,134,2621.38
4281,26,42,600.07
4282,326,34,216.07
4283,237,15,232.48000000000002
4284,89,13,299.34000000000003
4285,31,26,481.75
4286,29,31,621.75
4287,211,20,641.92
4288,3,114,2069.77
4289,227,2,305.28000000000003
4290,22,64,1041.61
4291,93,19,443.0
4292,5,272,6484.54
4293,264,10,158.95000000000002
4294,3,269,5504.96
4295,44,242,5228.05
4296,218,5,93.75
4297,57,30,779.9
4298,12,164,7276.900000000001
4299,9,86,2810.2000000000003
4300,192,123,2071.77
4301,82,37,592.97
4302,326,1,440.0
4303,72,104,1796.48
4304,30,49,882.24
4305,3,61,987.1
4306,219,88,1561.6100000000001
4307,46,6,422.58
4308,10,104,2073.09
4309,72,78,2232.4900000000002
4310,7,175,2567.06
4311,24,4,596.1
4312,123,47,804.02
4313,17,8,95.34
4314,310,21,349.27
4315,87,16,4314.72
4316,51,94,518.27
4317,89,6,103.3
4318,39,118,2337.63
4319,25,42,2338.6000000000004
4320,173,133,2628.35
4321,43,21,324.24
4322,140,13,149.48
4323,26,61,1213.1599999999999
4324,72,46,801.51
4325,134,1,25.5
4326,366,7,168.6
4327,38,11,283.15
4328,3,166,3078.58
4329,2,3,204.0
4330,30,11,175.92
4331,44,14,335.86
4332,58,8,110.38
4333,74,9,173.9
4334,278,10,180.60000000000002
4335,181,7,80.82
4336,8,12,178.05
4337,4,721,2045.53
4338,43,70,1837.28
